"","Number","X.","Position.F1","Position.F2","Position.F3","Assign.F1","Assign.F2","Assign.F3","Height","Volume","Line.Width.F1..Hz.","Line.Width.F2..Hz.","Line.Width.F3..Hz.","Merit","Details","Fit.Method","Vol..Method"
"1",1,1,32.08058,59.14867,126.09,NA,NA,NA,4.71e+09,1.17e+11,587.08132,255.36111,440.7154,1,"None","None","box sum"
"2",2,2,19.24134,59.07761,126.09,NA,NA,NA,1.71e+10,4.33e+11,280.27374,242.38351,330.78527,1,"None","None","box sum"
"3",3,3,66.17225,58.96955,118.47,NA,NA,NA,3.08e+09,7.02e+10,176.50303,177.62381,102.62167,1,"None","None","box sum"
"4",4,4,40.31315,53.12854,127.53,NA,NA,NA,4.15e+09,9.97e+10,127.05805,256.60551,210.56765,1,"None","None","box sum"
"5",5,5,31.78231,52.65557,127.53,NA,NA,NA,9.18e+09,2.24e+11,643.05839,190.06068,198.72618,1,"None","None","box sum"
"6",6,6,23.67639,52.94018,127.53,NA,NA,NA,6.68e+09,1.68e+11,185.85168,254.30989,333.30306,1,"None","None","box sum"
"7",7,7,172.39007,52.85385,127.53,NA,NA,NA,1.62e+10,4.17e+11,388.31815,414.10577,655.58973,1,"None","None","box sum"
"8",8,8,27.98761,53.08551,127.53,NA,NA,NA,6.11e+09,1.5e+11,290.47982,374.45408,191.67161,1,"None","None","box sum"
"9",9,10,19.51889,59.26438,118.47,NA,NA,NA,1.46e+10,3.35e+11,150.18661,167.15273,136.58106,1,"None","None","box sum"
"10",10,11,172.77812,52.33993,112.25,NA,NA,NA,6.26e+09,1.45e+11,267.8044,161.17108,138.53914,1,"None","None","box sum"
"11",11,12,63.31686,52.35778,112.25,NA,NA,NA,5.7e+09,1.27e+11,135.70317,154.61177,117.84691,1,"None","None","box sum"
"12",12,13,45.49742,45.47337,107.23,NA,NA,NA,8.72e+09,2.04e+11,141.54882,183.03281,165.92002,1,"None","None","box sum"
"17",17,18,135.94891,68.12054,166.0861,NA,NA,NA,2.33e+09,3.68e+10,109.98034,143.63615,124.15791,1,"None","parabolic","box sum"
"21",21,22,38.13361,62.26135,166.0861,NA,NA,NA,2.89e+09,4.14e+10,86.07008,139.62582,113.87159,1,"None","parabolic","box sum"
"22",22,23,41.49132,60.71303,166.0861,NA,NA,NA,2.29e+09,3.4e+10,173.40066,139.45413,117.50784,1,"None","parabolic","box sum"
"23",23,24,141.43796,58.89047,166.0861,NA,NA,NA,2.67e+09,4.03e+10,103.86659,151.31333,131.36096,1,"None","parabolic","box sum"
"24",24,25,183.03458,53.23675,166.0861,NA,NA,NA,2.98e+09,4.2e+10,77.87277,170.44032,107.56456,1,"None","parabolic","box sum"
"25",25,26,172.79224,52.79677,166.0861,NA,NA,NA,2.58e+09,3.95e+10,107.04011,134.28545,119.05396,1,"None","parabolic","box sum"
"26",26,27,169.85484,52.40748,166.0861,NA,NA,NA,2.3e+09,3.38e+10,94.90635,163.53512,131.38641,1,"None","parabolic","box sum"
"27",27,28,75.7338,51.50864,166.0861,NA,NA,NA,2.26e+09,3.54e+10,127.6028,203.33827,155.65288,1,"None","parabolic","box sum"
"28",28,29,147.10769,51.24309,166.0861,NA,NA,NA,2.32e+09,3.23e+10,108.11586,194.55552,93.2156,1,"None","parabolic","box sum"
"29",29,30,94.35218,51.06073,166.0861,NA,NA,NA,2.29e+09,3.52e+10,148.07968,137.31372,283.43755,1,"None","parabolic","box sum"
"30",30,31,114.89393,50.01202,166.0861,NA,NA,NA,2.4e+09,3.91e+10,112.19842,208.6584,159.78441,1,"None","parabolic","box sum"
"31",31,32,132.88497,49.10473,166.0861,NA,NA,NA,2.96e+09,4.59e+10,90.65036,163.44291,113.41961,1,"None","parabolic","box sum"
"32",32,33,60.67734,48.2271,166.0861,NA,NA,NA,2.51e+09,3.89e+10,109.8069,143.36026,141.62832,1,"None","parabolic","box sum"
"37",37,38,133.81256,41.08933,166.0861,NA,NA,NA,2.26e+09,3.43e+10,88.91108,182.24341,123.09327,1,"None","parabolic","box sum"
"41",41,42,163.63364,72.53233,165.61769,NA,NA,NA,2.26e+09,5.09e+10,100.00328,196.438,146.93258,1,"None","parabolic","box sum"
"42",42,43,177.11393,70.3595,165.85683,NA,NA,NA,2.28e+09,4.96e+10,132.55102,163.25844,114.38444,1,"None","parabolic","box sum"
"43",43,44,179.95879,69.75282,165.70145,NA,NA,NA,2.26e+09,5.27e+10,164.00896,142.51745,168.60516,1,"None","parabolic","box sum"
"44",44,45,89.00715,69.29469,165.65088,NA,NA,NA,2.51e+09,5.49e+10,133.04294,158.2432,123.93625,1,"None","parabolic","box sum"
"45",45,46,76.62675,68.5883,165.65143,NA,NA,NA,2.27e+09,4.88e+10,122.24326,126.56873,111.98041,1,"None","parabolic","box sum"
"46",46,47,20.56058,67.4711,165.6509,NA,NA,NA,2.29e+09,5.34e+10,113.34165,182.44733,237.79241,1,"None","parabolic","box sum"
"47",47,48,27.53147,65.63735,165.59757,NA,NA,NA,2.29e+09,4.85e+10,90.06408,127.00213,124.31943,1,"None","parabolic","box sum"
"48",48,49,127.44649,56.62535,165.75794,NA,NA,NA,2.4e+09,5.34e+10,135.10468,136.8629,137.02351,1,"None","parabolic","box sum"
"49",49,50,106.42237,55.13217,165.7236,NA,NA,NA,2.31e+09,5.04e+10,92.63026,170.75241,112.87871,1,"None","parabolic","box sum"
"50",50,51,100.77384,54.72231,165.89923,NA,NA,NA,2.55e+09,5.6e+10,91.02411,147.70573,139.8493,1,"None","parabolic","box sum"
"51",51,52,43.6221,54.58279,165.7183,NA,NA,NA,2.29e+09,4.83e+10,124.58104,119.47411,110.84457,1,"None","parabolic","box sum"
"52",52,53,34.48063,53.72823,165.71033,NA,NA,NA,2.25e+09,4.91e+10,131.97055,160.9925,113.8331,1,"None","parabolic","box sum"
"57",57,58,114.91246,46.31461,165.8067,NA,NA,NA,2.66e+09,5.74e+10,100.57185,140.00404,127.45486,1,"None","parabolic","box sum"
"61",61,62,113.77291,40.81502,165.7364,NA,NA,NA,2.34e+09,5.55e+10,160.36459,278.49311,182.31006,1,"None","parabolic","box sum"
"62",62,63,103.77694,40.88281,165.77544,NA,NA,NA,2.25e+09,4.96e+10,210.45936,164.47222,112.60945,1,"None","parabolic","box sum"
"63",63,64,99.0442,71.77383,165.47023,NA,NA,NA,2.6e+09,5.85e+10,110.11592,151.15069,136.03401,1,"None","parabolic","box sum"
"64",64,65,74.60113,69.11571,165.43075,NA,NA,NA,2.94e+09,6.5e+10,121.50309,171.1396,105.2998,1,"None","parabolic","box sum"
"65",65,66,68.24002,68.88188,165.52126,NA,NA,NA,2.75e+09,5.74e+10,83.15337,133.73585,110.27205,1,"None","parabolic","box sum"
"66",66,67,104.8533,68.52173,165.52199,NA,NA,NA,2.4e+09,5.3e+10,95.33323,144.44235,202.19378,1,"None","parabolic","box sum"
"67",67,68,33.96303,68.50668,165.40404,NA,NA,NA,2.47e+09,5.75e+10,178.73576,198.93897,134.16979,1,"None","parabolic","box sum"
"68",68,69,33.85291,68.45189,165.43999,NA,NA,NA,2.52e+09,5.82e+10,170.12973,136.5118,134.43014,1,"None","parabolic","box sum"
"69",69,70,159.03573,64.29081,165.25781,NA,NA,NA,2.29e+09,4.95e+10,94.67917,131.25843,135.24147,1,"None","parabolic","box sum"
"70",70,71,188.88365,64.15183,165.42244,NA,NA,NA,2.28e+09,5.13e+10,103.29444,133.46455,163.20644,1,"None","parabolic","box sum"
"71",71,72,88.22393,64.14264,165.54842,NA,NA,NA,2.87e+09,6.07e+10,94.72497,167.39661,100.69174,1,"None","parabolic","box sum"
"72",72,73,128.95285,63.98037,165.37365,NA,NA,NA,2.38e+09,5.59e+10,98.15712,256.82706,164.89363,1,"None","parabolic","box sum"
"77",77,78,30.6953,61.31865,165.51937,NA,NA,NA,2.63e+09,6.2e+10,145.67473,153.48086,222.20041,1,"None","parabolic","box sum"
"81",81,82,54.44027,55.21769,165.54987,NA,NA,NA,2.85e+09,6.22e+10,143.50795,108.99282,128.50999,1,"None","parabolic","box sum"
"82",82,83,59.89684,54.84675,165.38163,NA,NA,NA,2.94e+09,6.54e+10,143.5617,142.45152,118.34326,1,"None","parabolic","box sum"
"83",83,84,162.5397,53.58685,165.40906,NA,NA,NA,2.74e+09,5.8e+10,83.2126,146.64513,155.06111,1,"None","parabolic","box sum"
"84",84,85,51.28564,52.06627,165.30822,NA,NA,NA,2.64e+09,6.17e+10,122.33365,155.47585,175.92692,1,"None","parabolic","box sum"
"85",85,86,143.06508,50.29376,165.35745,NA,NA,NA,2.43e+09,5.37e+10,133.18096,137.03585,116.79579,1,"None","parabolic","box sum"
"86",86,87,69.31756,46.55731,165.47358,NA,NA,NA,2.28e+09,4.86e+10,111.87352,139.35983,104.24135,1,"None","parabolic","box sum"
"87",87,88,137.47817,45.46896,165.4321,NA,NA,NA,2.38e+09,5.11e+10,82.49747,207.71837,115.43332,1,"None","parabolic","box sum"
"88",88,89,101.64242,44.35387,165.35925,NA,NA,NA,2.34e+09,4.7e+10,84.74364,123.48163,103.92024,1,"None","parabolic","box sum"
"89",89,90,188.93343,42.16053,165.41127,NA,NA,NA,2.38e+09,5.48e+10,88.26951,219.49434,170.82876,1,"None","parabolic","box sum"
"90",90,91,66.71508,41.65399,165.42006,NA,NA,NA,2.91e+09,6.46e+10,118.27125,155.32565,134.83006,1,"None","parabolic","box sum"
"91",91,92,137.9216,41.50991,165.41087,NA,NA,NA,2.38e+09,5e+10,110.02065,162.21541,94.23505,1,"None","parabolic","box sum"
"92",92,93,170.881,41.36888,165.32772,NA,NA,NA,2.3e+09,5.29e+10,153.49448,226.0353,134.69477,1,"None","parabolic","box sum"
"97",97,98,131.63697,65.93987,164.90609,NA,NA,NA,2.44e+09,5.09e+10,86.93728,146.81453,104.29991,1,"None","parabolic","box sum"
"101",101,102,167.72271,59.74923,165.11392,NA,NA,NA,2.64e+09,5.96e+10,83.05504,188.27263,172.04493,1,"None","parabolic","box sum"
"102",102,103,136.56839,58.64128,165.1065,NA,NA,NA,2.28e+09,5.08e+10,116.07394,186.68026,110.17618,1,"None","parabolic","box sum"
"103",103,104,122.27309,58.04473,165.06061,NA,NA,NA,2.57e+09,5.74e+10,122.18464,168.07586,113.97189,1,"None","parabolic","box sum"
"104",104,105,181.91829,56.86141,165.02185,NA,NA,NA,2.45e+09,5.44e+10,122.24052,143.61644,121.53477,1,"None","parabolic","box sum"
"105",105,106,132.32657,56.86334,165.04079,NA,NA,NA,2.45e+09,5.73e+10,163.69903,125.89887,178.01448,1,"None","parabolic","box sum"
"106",106,107,62.3755,56.34179,164.99543,NA,NA,NA,2.79e+09,5.82e+10,103.24795,151.11306,96.91022,1,"None","parabolic","box sum"
"107",107,108,79.1226,56.06258,165.17203,NA,NA,NA,2.64e+09,5.79e+10,115.60858,130.47695,124.28593,1,"None","parabolic","box sum"
"108",108,109,36.63123,55.8177,165.20589,NA,NA,NA,2.45e+09,5.43e+10,180.65337,135.89513,113.04067,1,"None","parabolic","box sum"
"109",109,110,173.10611,53.31782,165.07413,NA,NA,NA,2.69e+09,6.14e+10,109.91194,188.70091,154.75966,1,"None","parabolic","box sum"
"110",110,111,22.90639,52.77688,165.10349,NA,NA,NA,2.64e+09,5.91e+10,108.27037,147.4967,134.10397,1,"None","parabolic","box sum"
"111",111,112,91.6834,52.65244,164.96869,NA,NA,NA,2.72e+09,5.91e+10,96.77327,157.91875,234.26771,1,"None","parabolic","box sum"
"112",112,113,105.31884,51.39465,165.1866,NA,NA,NA,2.79e+09,6.43e+10,126.37284,156.86649,152.12728,1,"None","parabolic","box sum"
"117",117,118,132.25078,46.58535,164.97994,NA,NA,NA,2.29e+09,4.28e+10,96.46303,105.94326,83.81598,1,"None","parabolic","box sum"
"121",121,122,184.96919,41.79553,165.22538,NA,NA,NA,2.38e+09,5.66e+10,126.56315,142.04305,163.84969,1,"None","parabolic","box sum"
"122",122,123,173.3388,40.21735,165.21594,NA,NA,NA,2.95e+09,6.25e+10,107.10637,171.52011,112.8448,1,"None","parabolic","box sum"
"123",123,124,166.26099,40.07976,164.93198,NA,NA,NA,2.32e+09,5.15e+10,113.58929,163.73372,117.78077,1,"None","parabolic","box sum"
"124",124,125,131.42553,71.01503,164.75008,NA,NA,NA,2.86e+09,6.27e+10,144.96753,130.85194,134.10763,1,"None","parabolic","box sum"
"125",125,126,143.80859,68.62448,164.87152,NA,NA,NA,2.62e+09,6.01e+10,123.91659,159.53417,169.52209,1,"None","parabolic","box sum"
"126",126,127,43.72781,68.49122,164.60683,NA,NA,NA,2.62e+09,6.09e+10,181.51569,192.52047,136.76517,1,"None","parabolic","box sum"
"127",127,128,173.04716,67.0656,164.57741,NA,NA,NA,2.28e+09,5.34e+10,124.65707,194.29705,131.90597,1,"None","parabolic","box sum"
"128",128,129,47.10584,66.72743,164.57559,NA,NA,NA,2.26e+09,5.31e+10,143.97942,179.87978,150.80481,1,"None","parabolic","box sum"
"129",129,130,81.89314,65.59144,164.7422,NA,NA,NA,2.34e+09,5.37e+10,132.11956,140.87668,158.15371,1,"None","parabolic","box sum"
"130",130,131,189.86304,64.16921,164.7279,NA,NA,NA,2.6e+09,5.74e+10,100.27804,266.67051,116.42727,1,"None","parabolic","box sum"
"131",131,132,177.62265,61.48514,164.72706,NA,NA,NA,2.54e+09,5.89e+10,91.71176,227.35626,194.20366,1,"None","parabolic","box sum"
"132",132,133,30.55314,61.46557,164.6749,NA,NA,NA,2.31e+09,5.5e+10,165.46885,152.1309,260.31123,1,"None","parabolic","box sum"
"137",137,138,175.74202,54.50257,164.60787,NA,NA,NA,2.38e+09,5.12e+10,111.37427,151.26014,111.17034,1,"None","parabolic","box sum"
"141",141,142,104.14114,50.89215,164.72811,NA,NA,NA,2.33e+09,5.31e+10,131.80321,174.15661,112.21566,1,"None","parabolic","box sum"
"142",142,143,27.96563,50.401,164.72421,NA,NA,NA,2.64e+09,5.32e+10,96.09539,134.24915,91.22638,1,"None","parabolic","box sum"
"143",143,144,81.45376,49.14971,164.80463,NA,NA,NA,2.26e+09,5.06e+10,124.9841,245.66609,122.75312,1,"None","parabolic","box sum"
"144",144,145,139.2765,47.62712,164.71658,NA,NA,NA,2.46e+09,4.93e+10,71.06755,120.98783,122.67481,1,"None","parabolic","box sum"
"145",145,146,115.66956,47.47164,164.65249,NA,NA,NA,2.32e+09,4.57e+10,79.76274,141.18272,96.09738,1,"None","parabolic","box sum"
"146",146,147,155.59011,44.10013,164.76772,NA,NA,NA,2.43e+09,5.6e+10,112.68515,158.25003,132.97196,1,"None","parabolic","box sum"
"147",147,148,52.28089,43.69307,164.71299,NA,NA,NA,2.4e+09,5.33e+10,101.03476,150.47532,123.63671,1,"None","parabolic","box sum"
"148",148,149,84.70303,73.14558,164.53005,NA,NA,NA,3.11e+09,6.88e+10,134.32053,170.71252,110.89088,1,"None","parabolic","box sum"
"149",149,150,57.82543,72.94277,164.52301,NA,NA,NA,2.7e+09,6.3e+10,124.07293,200.07909,143.47335,1,"None","parabolic","box sum"
"150",150,151,110.38226,72.45818,164.25556,NA,NA,NA,2.92e+09,6.43e+10,119.11891,185.92205,104.40044,1,"None","parabolic","box sum"
"151",151,152,146.23284,69.72076,164.41757,NA,NA,NA,2.31e+09,5.35e+10,120.93269,183.16695,128.71122,1,"None","parabolic","box sum"
"152",152,153,113.39246,68.65171,164.40215,NA,NA,NA,2.35e+09,5.4e+10,114.63634,167.55119,258.08105,1,"None","parabolic","box sum"
"157",157,158,52.45539,65.43152,164.45315,NA,NA,NA,2.41e+09,5.1e+10,138.77867,158.86243,85.44484,1,"None","parabolic","box sum"
"161",161,162,103.90269,63.5321,164.35926,NA,NA,NA,2.3e+09,5.14e+10,116.89228,156.60092,180.10733,1,"None","parabolic","box sum"
"162",162,163,130.38899,62.03187,164.47507,NA,NA,NA,2.64e+09,5.68e+10,105.98756,123.72071,130.68926,1,"None","parabolic","box sum"
"163",163,164,181.94377,59.33027,164.4811,NA,NA,NA,2.25e+09,5.22e+10,167.60127,121.57947,145.93818,1,"None","parabolic","box sum"
"164",164,165,128.27619,57.64083,164.35083,NA,NA,NA,2.3e+09,5.03e+10,97.22397,132.46778,143.52499,1,"None","parabolic","box sum"
"165",165,166,27.21414,56.69923,164.45277,NA,NA,NA,2.38e+09,5.36e+10,104.21042,170.21063,229.84586,1,"None","parabolic","box sum"
"166",166,167,124.09572,55.53263,164.35158,NA,NA,NA,2.49e+09,5.74e+10,131.12533,218.87788,128.56011,1,"None","parabolic","box sum"
"167",167,168,144.26537,54.90133,164.42911,NA,NA,NA,2.44e+09,5.43e+10,117.21718,164.57319,113.03807,1,"None","parabolic","box sum"
"168",168,169,55.60771,54.85678,164.30488,NA,NA,NA,2.33e+09,5.04e+10,100.19443,147.32313,121.48301,1,"None","parabolic","box sum"
"169",169,170,88.51588,54.31653,164.33826,NA,NA,NA,2.36e+09,5.12e+10,106.07306,137.30913,116.07515,1,"None","parabolic","box sum"
"170",170,171,50.42742,52.77063,164.26026,NA,NA,NA,2.39e+09,4.83e+10,80.65681,153.01836,91.41937,1,"None","parabolic","box sum"
"171",171,172,121.52157,52.3241,164.44845,NA,NA,NA,2.5e+09,5.23e+10,103.85621,127.81084,114.01435,1,"None","parabolic","box sum"
"172",172,173,138.34833,50.4733,164.46025,NA,NA,NA,2.54e+09,5.45e+10,193.99358,132.47716,101.53275,1,"None","parabolic","box sum"
"177",177,178,111.72287,41.55539,164.29782,NA,NA,NA,2.71e+09,6.01e+10,118.9931,178.57009,115.30488,1,"None","parabolic","box sum"
"181",181,182,86.79151,39.72802,164.43801,NA,NA,NA,2.26e+09,5.02e+10,125.48488,149.02544,134.98035,1,"None","parabolic","box sum"
"182",182,183,124.82735,39.27086,164.37051,NA,NA,NA,2.45e+09,5.31e+10,118.02086,157.60833,117.07521,1,"None","parabolic","box sum"
"183",183,184,142.59053,39.06509,164.36851,NA,NA,NA,2.36e+09,5.36e+10,129.7824,146.24751,144.01068,1,"None","parabolic","box sum"
"184",184,185,80.41167,73.44151,164.1623,NA,NA,NA,2.38e+09,5.63e+10,116.56617,176.67698,148.99867,1,"None","parabolic","box sum"
"185",185,186,66.18798,73.11424,164.04379,NA,NA,NA,2.86e+09,6.15e+10,104.77226,155.01909,105.5383,1,"None","parabolic","box sum"
"186",186,187,102.44421,70.3477,164.03832,NA,NA,NA,2.36e+09,5.34e+10,96.53876,167.963,170.76985,1,"None","parabolic","box sum"
"187",187,188,81.68955,70.19457,164.11551,NA,NA,NA,2.28e+09,4.94e+10,99.22952,138.80695,119.32639,1,"None","parabolic","box sum"
"188",188,189,16.29525,69.67391,164.00444,NA,NA,NA,2.39e+09,5.46e+10,125.72183,175.28887,121.23706,1,"None","parabolic","box sum"
"189",189,190,46.31025,69.12804,163.97052,NA,NA,NA,2.31e+09,5.22e+10,123.88728,135.39513,155.78213,1,"None","parabolic","box sum"
"190",190,191,43.62371,68.12096,164.09638,NA,NA,NA,2.73e+09,6.58e+10,153.93877,232.61537,177.08246,1,"None","parabolic","box sum"
"191",191,192,38.46545,67.76486,164.0839,NA,NA,NA,2.26e+09,4.92e+10,136.64609,129.19647,133.45349,1,"None","parabolic","box sum"
"192",192,193,99.29109,66.01223,163.99542,NA,NA,NA,2.34e+09,5.33e+10,118.64622,137.5334,166.15218,1,"None","parabolic","box sum"
"197",197,198,112.77272,60.7306,164.20357,NA,NA,NA,2.51e+09,5.69e+10,89.84301,207.65725,166.13123,1,"None","parabolic","box sum"
"201",201,202,150.06798,55.90937,164.05748,NA,NA,NA,2.45e+09,5.14e+10,81.37744,135.70154,126.99097,1,"None","parabolic","box sum"
"202",202,203,87.26306,55.12078,164.00162,NA,NA,NA,2.66e+09,5.96e+10,131.96566,150.52038,125.82614,1,"None","parabolic","box sum"
"203",203,204,42.50452,52.94467,163.94922,NA,NA,NA,2.77e+09,5.89e+10,79.44762,143.10241,277.39732,1,"None","parabolic","box sum"
"204",204,205,88.33437,52.36253,164.0263,NA,NA,NA,2.36e+09,5.03e+10,110.94403,143.93187,105.17741,1,"None","parabolic","box sum"
"205",205,206,84.7201,51.63433,164.02612,NA,NA,NA,2.48e+09,5.42e+10,149.10688,152.52811,113.65899,1,"None","parabolic","box sum"
"206",206,207,35.00895,51.72302,164.10975,NA,NA,NA,2.25e+09,5.13e+10,144.76112,155.31063,117.80563,1,"None","parabolic","box sum"
"207",207,208,16.09089,51.042,164.06115,NA,NA,NA,2.54e+09,5.65e+10,131.79711,130.4732,239.49211,1,"None","parabolic","box sum"
"208",208,209,156.49518,50.66637,164.17308,NA,NA,NA,2.48e+09,5.26e+10,96.27127,131.21545,192.85575,1,"None","parabolic","box sum"
"209",209,210,143.14582,49.65646,164.21615,NA,NA,NA,2.6e+09,5.94e+10,120.05145,159.68198,127.25813,1,"None","parabolic","box sum"
"210",210,211,31.86907,48.26903,164.17626,NA,NA,NA,2.75e+09,5.97e+10,96.01722,205.00386,109.58751,1,"None","parabolic","box sum"
"211",211,212,105.81255,47.25868,164.04518,NA,NA,NA,2.7e+09,5.82e+10,147.05125,154.25879,103.94267,1,"None","parabolic","box sum"
"212",212,213,100.65368,45.21819,163.90172,NA,NA,NA,2.64e+09,5.66e+10,147.35661,141.51567,112.32811,1,"None","parabolic","box sum"
"217",217,218,171.14892,73.24115,163.81062,NA,NA,NA,2.57e+09,4.95e+10,72.48255,164.56237,83.1946,1,"None","parabolic","box sum"
"221",221,222,174.34825,66.61738,163.71074,NA,NA,NA,2.43e+09,5.25e+10,147.87082,116.49173,201.01695,1,"None","parabolic","box sum"
"222",222,223,171.1098,66.6962,163.72151,NA,NA,NA,2.89e+09,6.53e+10,125.37709,150.20099,143.34026,1,"None","parabolic","box sum"
"223",223,224,104.04292,66.27368,163.72394,NA,NA,NA,2.53e+09,5.55e+10,100.63169,151.99749,116.00287,1,"None","parabolic","box sum"
"224",224,225,135.42416,65.34131,163.65447,NA,NA,NA,2.68e+09,6.27e+10,137.96765,172.7571,250.82209,1,"None","parabolic","box sum"
"225",225,226,173.60129,64.8202,163.89325,NA,NA,NA,2.39e+09,5.25e+10,96.35769,168.07179,163.7151,1,"None","parabolic","box sum"
"226",226,227,122.96222,63.33505,163.61505,NA,NA,NA,2.86e+09,5.6e+10,108.93726,133.03751,86.83765,1,"None","parabolic","box sum"
"227",227,228,166.97426,62.51511,163.6869,NA,NA,NA,2.3e+09,4.81e+10,99.14372,130.63675,102.44876,1,"None","parabolic","box sum"
"228",228,229,162.99102,62.05472,163.56228,NA,NA,NA,2.51e+09,5.83e+10,136.82747,199.9301,133.94349,1,"None","parabolic","box sum"
"229",229,230,164.50944,61.31329,163.78609,NA,NA,NA,2.56e+09,5.21e+10,98.0533,137.96628,91.55233,1,"None","parabolic","box sum"
"230",230,231,135.98941,61.28053,163.73277,NA,NA,NA,2.89e+09,6.22e+10,98.18033,188.15038,121.15034,1,"None","parabolic","box sum"
"231",231,232,86.58519,60.082,163.61313,NA,NA,NA,2.52e+09,5.44e+10,102.69099,148.27338,123.97833,1,"None","parabolic","box sum"
"232",232,233,63.54889,58.89123,163.5651,NA,NA,NA,2.26e+09,4.96e+10,99.4567,136.7369,147.30683,1,"None","parabolic","box sum"
"237",237,238,27.36343,53.43048,163.77947,NA,NA,NA,2.57e+09,5.77e+10,112.41827,125.72467,169.53591,1,"None","parabolic","box sum"
"241",241,242,45.30042,51.38925,163.72443,NA,NA,NA,2.34e+09,5.2e+10,91.73741,155.82216,135.33763,1,"None","parabolic","box sum"
"242",242,243,19.01957,50.56937,163.55787,NA,NA,NA,2.75e+09,6.11e+10,119.25326,160.64203,107.88219,1,"None","parabolic","box sum"
"243",243,244,92.93247,46.71491,163.62078,NA,NA,NA,2.3e+09,5.3e+10,120.7104,187.80553,154.01279,1,"None","parabolic","box sum"
"244",244,245,117.98656,46.24242,163.86338,NA,NA,NA,2.38e+09,5.23e+10,108.7113,159.97112,118.21158,1,"None","parabolic","box sum"
"245",245,246,78.06136,45.48293,163.61323,NA,NA,NA,2.61e+09,5.51e+10,105.90573,135.89972,112.55783,1,"None","parabolic","box sum"
"246",246,247,109.24951,44.88953,163.5699,NA,NA,NA,2.47e+09,5.57e+10,134.05793,148.90528,116.35132,1,"None","parabolic","box sum"
"247",247,248,126.70078,44.45289,163.76503,NA,NA,NA,2.32e+09,5.05e+10,95.57385,186.54257,116.1046,1,"None","parabolic","box sum"
"248",248,249,82.72152,44.05289,163.84383,NA,NA,NA,2.36e+09,5.15e+10,80.72521,131.08319,242.89167,1,"None","parabolic","box sum"
"249",249,250,98.6517,43.93152,163.73006,NA,NA,NA,3.31e+09,7.63e+10,138.85073,146.05725,148.44371,1,"None","parabolic","box sum"
"250",250,251,38.42838,43.80288,163.77854,NA,NA,NA,2.29e+09,4.87e+10,94.19,292.3494,102.42116,1,"None","parabolic","box sum"
"251",251,252,125.64564,43.38542,163.82917,NA,NA,NA,2.54e+09,5.35e+10,88.04266,145.74307,111.82469,1,"None","parabolic","box sum"
"252",252,253,25.36052,42.6667,163.60333,NA,NA,NA,2.95e+09,6.77e+10,171.59786,205.66183,114.73425,1,"None","parabolic","box sum"
"257",257,258,72.40867,67.0616,163.2806,NA,NA,NA,2.48e+09,5.5e+10,111.07228,129.0158,148.55643,1,"None","parabolic","box sum"
"261",261,262,17.18989,62.61934,163.31482,NA,NA,NA,2.64e+09,5.78e+10,138.22659,137.47185,123.82893,1,"None","parabolic","box sum"
"262",262,263,162.84306,62.10819,163.53474,NA,NA,NA,2.55e+09,6e+10,135.99081,173.64821,133.21671,1,"None","parabolic","box sum"
"263",263,264,67.79929,61.68179,163.31636,NA,NA,NA,2.36e+09,5.48e+10,126.4107,185.22954,135.81959,1,"None","parabolic","box sum"
"264",264,265,161.58476,59.65538,163.46916,NA,NA,NA,2.29e+09,5.22e+10,151.41351,154.8183,135.8753,1,"None","parabolic","box sum"
"265",265,266,55.01929,58.8525,163.44919,NA,NA,NA,2.38e+09,4.89e+10,111.86131,124.06889,90.21579,1,"None","parabolic","box sum"
"266",266,267,36.03399,57.0925,163.46487,NA,NA,NA,2.47e+09,5.64e+10,98.08873,160.69001,249.64779,1,"None","parabolic","box sum"
"267",267,268,86.99131,55.18615,163.52749,NA,NA,NA,2.75e+09,5.96e+10,116.80556,146.6856,109.98244,1,"None","parabolic","box sum"
"268",268,269,35.08411,55.02408,163.34572,NA,NA,NA,2.33e+09,5.03e+10,94.22175,142.16238,119.50949,1,"None","parabolic","box sum"
"269",269,270,19.51505,53.53607,163.40768,NA,NA,NA,2.51e+09,5.43e+10,100.49734,124.94737,141.03123,1,"None","parabolic","box sum"
"270",270,271,136.66098,53.49028,163.33145,NA,NA,NA,2.34e+09,5.32e+10,103.13924,130.33342,201.45509,1,"None","parabolic","box sum"
"271",271,272,181.08842,52.83154,163.37527,NA,NA,NA,2.34e+09,5.16e+10,116.77014,133.60286,125.99939,1,"None","parabolic","box sum"
"272",272,273,178.35067,52.62816,163.42321,NA,NA,NA,2.81e+09,6.15e+10,141.48637,130.22494,118.16554,1,"None","parabolic","box sum"
"277",277,278,161.76548,44.13894,163.39676,NA,NA,NA,2.29e+09,5.43e+10,136.26379,226.06075,130.1946,1,"None","parabolic","box sum"
"281",281,282,96.93513,72.23941,163.05568,NA,NA,NA,2.27e+09,5.16e+10,117.31367,168.13427,133.22473,1,"None","parabolic","box sum"
"282",282,283,71.49273,70.44633,162.94782,NA,NA,NA,2.27e+09,4.97e+10,173.41776,127.10754,147.08953,1,"None","parabolic","box sum"
"283",283,284,44.75571,70.49146,162.90827,NA,NA,NA,2.38e+09,5.05e+10,84.94395,161.40629,135.42409,1,"None","parabolic","box sum"
