"","Number","X.","Position.F1","Position.F2","Position.F3","Assign.F1","Assign.F2","Assign.F3","Height","Volume","Line.Width.F1..Hz.","Line.Width.F2..Hz.","Line.Width.F3..Hz.","Merit","Details","Fit.Method","Vol..Method"
"1",1,221,178.04348,52.41857,126.9,NA,NA,NA,2645980000,62024800000,120.03649,179.84307,150.68874,1,"None","None","box sum"
"2",2,220,172.22018,52.41857,126.9,NA,NA,NA,14650600000,3.83983e+11,339.35288,568.11172,345.41011,1,"None","None","box sum"
"3",3,219,20.00949,52.45365,126.9,NA,NA,NA,3260260000,73641800000,338.2246,160.41839,110.75124,1,"None","None","box sum"
"4",4,218,31.78399,52.42924,126.9,NA,NA,NA,6912290000,1.76005e+11,811.57587,364.17222,389.24164,1,"None","None","box sum"
"5",5,222,52.406,52.38349,126.9,NA,NA,NA,23501500000,5.99753e+11,185.17502,216.04842,652.2646,1,"None","None","box sum"
"6",6,211,172.11614,59.01936,120.12,NA,NA,NA,5973970000,1.44802e+11,200.9617,221.43281,195.96368,1,"None","None","box sum"
"7",7,215,11.89412,59.05277,120.12,NA,NA,NA,4740620000,1.08312e+11,104.88952,202.50839,137.51483,1,"None","None","box sum"
"8",8,214,15.50219,59.05277,120.12,NA,NA,NA,5101470000,1.16224e+11,137.50108,184.01685,142.63135,1,"None","None","box sum"
"9",9,213,25.49122,59.05277,120.12,NA,NA,NA,4159470000,1.00646e+11,145.24479,192.56365,220.84409,1,"None","None","box sum"
"10",10,210,39.90682,59.01936,120.12,NA,NA,NA,2823050000,65910300000,130.85418,148.79617,181.31214,1,"None","None","box sum"
"11",11,212,59.06638,59.01936,120.12,NA,NA,NA,5646660000,1.44212e+11,149.08978,181.04345,1179.86158,1,"None","None","box sum"
"12",12,209,173.85019,53.70997,130.64,NA,NA,NA,3338390000,77161800000,211.00411,162.47702,148.79596,1,"None","None","box sum"
"13",13,207,35.27895,53.73273,130.64,NA,NA,NA,3608460000,86212800000,245.68595,305.87691,136.16174,1,"None","None","box sum"
"14",14,208,53.73705,53.76042,130.64,NA,NA,NA,8676590000,2.13052e+11,228.87695,166.46451,1500.14865,1,"None","None","box sum"
"15",15,206,171.63744,53.99403,117.55,NA,NA,NA,9473370000,2.17649e+11,324.47675,188.9137,147.07696,1,"None","None","box sum"
"16",16,205,53.92745,53.99403,117.55,NA,NA,NA,12870400000,3.15916e+11,158.6021,188.17896,439.38589,1,"None","None","box sum"
"17",17,204,63.34608,53.99403,117.55,NA,NA,NA,8420380000,2.03608e+11,159.0418,195.06329,389.81116,1,"None","None","box sum"
"18",18,199,170.93007,61.58871,128.91,NA,NA,NA,2838760000,63411800000,112.3001,144.52496,123.17351,1,"None","None","box sum"
"19",19,198,61.54295,61.59055,128.91,NA,NA,NA,2946080000,70214400000,125.01097,178.60055,191.89984,1,"None","None","box sum"
"20",20,197,68.98798,61.57433,128.91,NA,NA,NA,1864350000,40983300000,171.81527,179.03072,155.14874,1,"None","None","box sum"
"21",21,195,40.26027,53.27514,127.34,NA,NA,NA,4440490000,1.04998e+11,128.89504,256.16241,190.29912,1,"None","None","box sum"
"22",22,194,171.83994,53.27514,127.34,NA,NA,NA,16739600000,4.20976e+11,402.82358,609.42984,207.23835,1,"None","None","box sum"
"23",23,193,23.71884,53.24917,127.34,NA,NA,NA,7164430000,1.84057e+11,219.34021,258.59863,367.41057,1,"None","None","box sum"
"24",24,192,28.00351,53.27514,127.34,NA,NA,NA,7152260000,1.73457e+11,284.15049,247.47896,187.29985,1,"None","None","box sum"
"25",25,196,53.29365,53.31372,127.34,NA,NA,NA,31405300000,7.67779e+11,185.28983,191.95199,246.78594,1,"None","None","box sum"
"26",26,191,34.27026,53.29107,127.34,NA,NA,NA,9029480000,2.24104e+11,335.69141,201.12652,196.91622,1,"None","None","box sum"
"27",27,190,180.93901,51.72304,128.47,NA,NA,NA,3004990000,6.9333e+10,259.54021,132.66367,186.74117,1,"None","None","box sum"
"28",28,189,51.70541,51.70289,128.47,NA,NA,NA,12155400000,3.04085e+11,210.99067,190.15163,935.05082,1,"None","None","box sum"
"29",29,188,43.36289,51.70289,128.47,NA,NA,NA,2881470000,72950400000,319.56151,170.98522,175.09121,1,"None","None","box sum"
"30",30,185,166.64551,52.85688,112.53,NA,NA,NA,2691250000,62376700000,219.62357,134.58043,150.67393,1,"None","None","box sum"
"31",31,187,52.80641,52.89163,112.53,NA,NA,NA,5463400000,1.31938e+11,189.39864,192.7923,151.04026,1,"None","None","box sum"
"32",32,186,62.10146,52.82213,112.53,NA,NA,NA,2770620000,65593800000,335.17109,149.76102,318.56161,1,"None","None","box sum"
"33",33,183,173.28598,59.50385,117.89,NA,NA,NA,4775650000,1.18103e+11,221.28316,228.40706,157.31543,1,"None","None","box sum"
"34",34,184,59.55823,59.51814,117.89,NA,NA,NA,7270060000,1.7633e+11,171.17281,199.74026,190.87386,1,"None","None","box sum"
"35",35,182,31.75689,59.54499,117.89,NA,NA,NA,4571950000,1.09129e+11,167.33027,195.4557,158.98395,1,"None","None","box sum"
"36",36,181,170.83672,46.58,115.55971,NA,NA,NA,5398090000,1.24008e+11,159.47204,170.11946,129.80103,1,"None","None","box sum"
"37",37,180,46.58088,46.58,115.44777,NA,NA,NA,6882210000,1.64992e+11,173.18814,172.66083,148.35703,1,"None","None","box sum"
"38",38,179,174.38792,50.99393,124.51,NA,NA,NA,4865240000,1.20453e+11,802.19516,255.48857,166.76846,1,"None","None","box sum"
"39",39,178,39.12721,50.98144,124.51,NA,NA,NA,5292120000,1.27014e+11,642.93625,170.24004,168.87861,1,"None","None","box sum"
"40",40,177,50.96193,50.94601,124.51,NA,NA,NA,16299200000,3.92846e+11,177.34825,197.20161,166.34706,1,"None","None","box sum"
"41",41,176,64.52954,54.16446,115.49,NA,NA,NA,5467760000,1.26992e+11,140.80376,223.9266,125.76848,1,"None","None","box sum"
"42",42,175,172.42087,54.18545,124.18,NA,NA,NA,9152980000,2.28938e+11,213.56418,526.59333,194.25678,1,"None","None","box sum"
"43",43,174,23.98972,54.21783,124.18,NA,NA,NA,5329390000,1.26616e+11,192.67446,393.08017,137.60829,1,"None","None","box sum"
"44",44,173,54.24874,54.1856,124.18,NA,NA,NA,12852700000,3.12397e+11,167.98983,188.81023,224.72852,1,"None","None","box sum"
"45",45,172,34.50222,54.17543,124.18,NA,NA,NA,3846080000,93698900000,249.93889,510.82945,232.38912,1,"None","None","box sum"
"46",46,170,41.18985,55.82,127.13972,NA,NA,NA,3737710000,9.3847e+10,212.31956,212.9657,180.80688,1,"None","None","box sum"
"47",47,169,25.52399,55.82,127.08743,NA,NA,NA,3739380000,90098700000,161.13774,198.58536,159.80193,1,"None","None","box sum"
"48",48,168,28.96121,55.82,127.16091,NA,NA,NA,5514960000,1.32048e+11,362.67961,204.02211,139.42534,1,"None","None","box sum"
"49",49,167,55.84101,55.82,127.08743,NA,NA,NA,7.811e+09,1.86607e+11,144.94921,183.60734,167.46357,1,"None","None","box sum"
"50",50,166,173.28449,55.82,127.22447,NA,NA,NA,4973890000,1.19629e+11,415.15002,266.02098,120.26539,1,"None","None","box sum"
"51",51,155,173.21677,52.96398,128.1,NA,NA,NA,8162560000,2.09015e+11,555.5501,233.34396,861.67255,1,"None","None","box sum"
"52",52,153,23.80127,52.97771,128.1,NA,NA,NA,6628120000,1.63381e+11,161.89745,221.73905,357.96735,1,"None","None","box sum"
"53",53,151,40.40019,52.9634,128.1,NA,NA,NA,2920010000,74328100000,207.61715,490.48728,534.51741,1,"None","None","box sum"
"54",54,154,52.93947,52.97218,128.1,NA,NA,NA,23397100000,5.96498e+11,226.64666,229.73573,888.60053,1,"None","None","box sum"
"55",55,147,30.85888,52.67252,130,NA,NA,NA,5967710000,1.42578e+11,418.8692,175.01903,375.79757,1,"None","None","box sum"
"56",56,148,52.70403,52.69487,130,NA,NA,NA,15010900000,3.70446e+11,188.0722,187.32738,879.21029,1,"None","None","box sum"
"57",57,146,171.85247,52.72276,130,NA,NA,NA,10038100000,2.5441e+11,217.04885,308.87014,726.40577,1,"None","None","box sum"
"58",58,145,172.87429,59.34107,129.89,NA,NA,NA,5377210000,1.38564e+11,371.55587,232.41353,728.04111,1,"None","None","box sum"
"59",59,143,18.89484,59.33173,129.89,NA,NA,NA,5841740000,1.4088e+11,420.87963,232.43272,507.09584,1,"None","None","box sum"
"60",60,144,59.29336,59.33906,129.89,NA,NA,NA,8145590000,1.93654e+11,130.74914,164.37897,723.43382,1,"None","None","box sum"
"61",61,142,32.41638,59.33236,129.89,NA,NA,NA,4968230000,1.19847e+11,330.85463,206.50423,483.9626,1,"None","None","box sum"
"62",62,149,171.54264,53.46883,129.88,NA,NA,NA,6733860000,1.75478e+11,241.16644,508.05485,742.40643,1,"None","None","box sum"
"63",63,141,41.11371,53.48404,129.87,NA,NA,NA,3337570000,79829800000,217.15145,162.07606,307.08355,1,"None","None","box sum"
"64",64,140,53.47679,53.52418,129.87,NA,NA,NA,10016600000,2.46802e+11,218.77347,188.91454,1179.45498,1,"None","None","box sum"
"65",65,139,171.94806,51.29562,127.5,NA,NA,NA,10095500000,2.59199e+11,304.23072,735.59386,242.23143,1,"None","None","box sum"
"66",66,137,51.24477,51.28642,127.45,NA,NA,NA,13312700000,3.36931e+11,192.1346,212.96424,563.71054,1,"None","None","box sum"
"67",67,138,39.26603,51.29562,127.43,NA,NA,NA,3336050000,81547600000,393.01935,309.71754,383.73125,1,"None","None","box sum"
"68",68,133,171.35484,57.97225,127.63,NA,NA,NA,9101720000,2.26893e+11,207.6489,286.05044,188.97524,1,"None","None","box sum"
"69",69,132,11.42445,57.9731,127.61,NA,NA,NA,3445360000,86931200000,240.06015,253.50818,361.01565,1,"None","None","box sum"
"70",70,131,15.75727,57.95817,127.62,NA,NA,NA,8119680000,2.01756e+11,174.63184,262.77575,171.86037,1,"None","None","box sum"
"71",71,130,25.70634,57.96207,127.62,NA,NA,NA,5802850000,1.43012e+11,161.43332,334.65239,284.44514,1,"None","None","box sum"
"72",72,129,38.37297,57.97554,127.62,NA,NA,NA,5369590000,1.24715e+11,276.09897,155.50068,153.07364,1,"None","None","box sum"
"73",73,128,57.97523,57.94737,127.62,NA,NA,NA,10449400000,2.48591e+11,166.20413,200.81005,229.06461,1,"None","None","box sum"
"74",74,127,171.56077,58.50603,126.96,NA,NA,NA,9956090000,2.52317e+11,194.89772,507.42963,222.63318,1,"None","None","box sum"
"75",75,126,11.34497,58.51615,126.96,NA,NA,NA,4561020000,1.10051e+11,144.0869,256.07333,166.38231,1,"None","None","box sum"
"76",76,125,15.64622,58.48452,126.96,NA,NA,NA,7725740000,1.88445e+11,151.1393,281.73563,173.98241,1,"None","None","box sum"
"77",77,124,25.56123,58.48452,126.96,NA,NA,NA,6220360000,1.52717e+11,233.60135,366.43049,198.87576,1,"None","None","box sum"
"78",78,122,58.40534,58.40124,126.96,NA,NA,NA,9851970000,2.54807e+11,212.37819,209.28237,521.0577,1,"None","None","box sum"
"79",79,123,38.8327,58.47201,126.96,NA,NA,NA,5983050000,1.46424e+11,188.31159,231.15328,174.88238,1,"None","None","box sum"
"80",80,110,172.71547,57.56099,123.06,NA,NA,NA,4990100000,1.25801e+11,229.11757,570.6414,379.61754,1,"None","None","box sum"
"81",81,109,12.15473,57.61933,123.07,NA,NA,NA,3329860000,74754100000,186.54055,129.10134,387.66199,1,"None","None","box sum"
"82",82,108,15.02455,57.5715,123.07,NA,NA,NA,3963630000,92561800000,146.51506,167.38659,145.60205,1,"None","None","box sum"
"83",83,107,25.5189,57.54936,123.07,NA,NA,NA,3657880000,87228300000,149.81774,246.91612,242.92862,1,"None","None","box sum"
"84",84,106,40.65582,57.5767,123.07,NA,NA,NA,3148960000,70005600000,134.5184,338.604,107.77763,1,"None","None","box sum"
"85",85,105,57.5751,57.6321,123.07,NA,NA,NA,5620570000,1.3825e+11,151.82573,228.41978,557.24198,1,"None","None","box sum"
"86",86,104,169.78765,45.69498,112.87,NA,NA,NA,3468510000,83048200000,216.92762,202.77208,136.76131,1,"None","None","box sum"
"87",87,103,45.58215,45.61239,112.87,NA,NA,NA,3548040000,89029200000,194.62382,245.42618,290.42679,1,"None","None","box sum"
"88",88,101,181.48846,53.1589,132.9,NA,NA,NA,3788760000,82621300000,130.09324,190.95773,112.4548,1,"None","None","box sum"
"89",89,100,19.40504,53.12027,132.9,NA,NA,NA,2539720000,60949800000,268.96596,193.09771,157.17274,1,"None","None","box sum"
"90",90,98,53.10403,53.0925,132.9,NA,NA,NA,5961870000,1.40534e+11,145.70893,170.69191,1364.20888,1,"None","None","box sum"
"91",91,99,33.39383,53.1556,132.9,NA,NA,NA,3824450000,90451800000,239.35662,173.98137,139.87094,1,"None","None","box sum"
"92",92,97,170.79414,52.4,127.32759,NA,NA,NA,4157880000,1.08856e+11,610.0627,945.61285,277.76003,1,"None","None","box sum"
"93",93,96,31.7029,52.4,127.50401,NA,NA,NA,7646500000,1.95706e+11,726.87864,253.94648,238.17635,1,"None","None","box sum"
"94",94,95,52.38363,52.41,127.49724,NA,NA,NA,2.3519e+10,5.88819e+11,180.05977,198.74913,463.31125,1,"None","None","box sum"
"95",95,94,173.38412,59.31231,118.56,NA,NA,NA,6190470000,1.49774e+11,264.27057,222.76983,142.00509,1,"None","None","box sum"
"96",96,93,33.83178,59.26058,118.54,NA,NA,NA,4736220000,1.12305e+11,200.16412,209.93868,143.73243,1,"None","None","box sum"
"97",97,92,59.31562,59.31528,118.54,NA,NA,NA,13698400000,3.23799e+11,165.11464,179.51241,176.40257,1,"None","None","box sum"
"98",98,203,172.73831,57.33392,115.97,NA,NA,NA,2447240000,65536500000,205.70106,1097.89813,291.00591,1,"None","None","box sum"
"99",99,91,57.24441,57.27154,115.93,NA,NA,NA,4019730000,98328600000,136.97831,181.22494,453.85009,1,"None","None","box sum"
"100",100,90,171.94232,52.6864,123.4,NA,NA,NA,9641960000,2.45386e+11,417.26213,302.41221,742.7254,1,"None","None","box sum"
"101",101,89,52.71459,52.72513,123.4,NA,NA,NA,17839500000,4.47741e+11,193.94961,193.79407,837.3093,1,"None","None","box sum"
"102",102,88,61.07648,52.64653,123.4,NA,NA,NA,1667270000,41500200000,290.70211,221.75825,146.88858,1,"None","None","box sum"
"103",103,86,53.09028,61.64072,123.34,NA,NA,NA,3243230000,74606800000,120.83865,179.46798,148.20307,1,"None","None","box sum"
"104",104,87,53.09813,53.12439,123.34,NA,NA,NA,15023600000,3.80651e+11,209.89385,203.70877,1034.69533,1,"None","None","box sum"
"105",105,81,169.41331,60.10723,125.13,NA,NA,NA,3084570000,7.1997e+10,143.37574,154.29112,151.0461,1,"None","None","box sum"
"106",106,80,19.83582,60.07286,125.13,NA,NA,NA,6309220000,1.55174e+11,170.3276,470.80079,177.18092,1,"None","None","box sum"
"107",107,79,68.67588,60.03849,125.13,NA,NA,NA,3391600000,80272200000,184.25897,208.92814,123.12406,1,"None","None","box sum"
"108",108,78,60.04895,60.03849,125.13,NA,NA,NA,8019910000,1.91124e+11,200.682,177.27312,580.02433,1,"None","None","box sum"
"109",109,73,171.02199,57.70581,117.3,NA,NA,NA,4559640000,1.06832e+11,145.83962,178.67774,158.30636,1,"None","None","box sum"
"110",110,72,64.05025,57.6328,117.3,NA,NA,NA,3430670000,82653100000,143.92812,187.03762,224.45482,1,"None","None","box sum"
"111",111,71,57.62536,57.6693,117.3,NA,NA,NA,5428800000,1.33719e+11,209.50788,204.14665,412.47523,1,"None","None","box sum"
"112",112,62,173.6517,45.08931,108.77,NA,NA,NA,5501150000,1.31284e+11,277.06114,172.9629,141.66296,1,"None","None","box sum"
"113",113,61,45.05974,45.0381,108.77,NA,NA,NA,5395580000,1.32043e+11,178.19346,178.97063,283.89001,1,"None","None","box sum"
"114",114,58,171.96155,55.3969,109.5,NA,NA,NA,3335940000,8.5189e+10,168.06189,232.46402,246.51265,1,"None","None","box sum"
"115",115,57,67.12631,55.39858,109.5,NA,NA,NA,3212290000,74546800000,158.91966,164.91991,145.14518,1,"None","None","box sum"
"116",116,56,55.38663,55.39858,109.5,NA,NA,NA,4801230000,1.20704e+11,150.93166,154.57547,326.0743,1,"None","None","box sum"
"117",117,55,174.02304,49.92757,124.11,NA,NA,NA,2733870000,6.8072e+10,260.8207,973.3609,193.81264,1,"None","None","box sum"
"118",118,54,36.50288,49.83989,124.11,NA,NA,NA,2149440000,49794500000,109.65789,261.12872,122.0597,1,"None","None","box sum"
"119",119,53,49.86478,49.92665,124.11,NA,NA,NA,4517740000,1.08623e+11,271.6384,197.4799,150.09335,1,"None","None","box sum"
"120",120,45,176.16176,53.93725,128.3,NA,NA,NA,2305380000,50437400000,91.19572,174.69066,125.20292,1,"None","None","box sum"
"121",121,46,53.89707,53.89,128.39472,NA,NA,NA,9831970000,2.49768e+11,238.81431,249.95106,1224.82923,1,"None","None","box sum"
"122",122,44,28.59656,53.89,128.29723,NA,NA,NA,4417620000,1.09995e+11,260.2158,274.31828,183.26312,1,"None","None","box sum"
"123",123,41,172.16891,45.81162,108.18,NA,NA,NA,5684500000,1.31001e+11,143.76506,217.65101,133.73721,1,"None","None","box sum"
"124",124,40,45.77793,45.75603,108.18,NA,NA,NA,6135380000,1.48098e+11,139.69961,182.71488,213.59801,1,"None","None","box sum"
"125",125,43,63.27548,53.97642,115.59,NA,NA,NA,5478210000,1.37837e+11,207.8712,257.01898,458.6032,1,"None","None","box sum"
"126",126,38,172.47815,54.04678,115.59,NA,NA,NA,4227380000,1.03035e+11,547.10285,201.16782,159.90353,1,"None","None","box sum"
"127",127,37,54.12365,54.07441,115.59,NA,NA,NA,14906900000,3.57536e+11,167.93609,181.88834,431.48726,1,"None","None","box sum"
"128",128,36,28.11636,56.30524,115.42,NA,NA,NA,4850550000,1.11024e+11,211.58916,169.45982,110.85659,1,"None","None","box sum"
"129",129,34,56.26439,56.30524,115.42,NA,NA,NA,12553200000,2.88119e+11,147.99784,160.84543,137.69424,1,"None","None","box sum"
"130",130,65,56.29504,46.76424,115.63,NA,NA,NA,3302260000,74770600000,114.32122,172.54859,125.01872,1,"None","None","box sum"
"131",131,35,172.73358,56.39829,115.417,NA,NA,NA,8400440000,1.9497e+11,197.68192,203.71336,128.83931,1,"None","None","box sum"
"132",132,66,172.77773,46.7173,115.63,NA,NA,NA,4619610000,1.0937e+11,155.3269,197.37768,139.14329,1,"None","None","box sum"
"133",133,32,46.66262,46.70701,115.63,NA,NA,NA,8176010000,1.92217e+11,159.03203,164.16597,149.00708,1,"None","None","box sum"
"134",134,77,170.97312,56.48336,115.5,NA,NA,NA,2835360000,69687800000,195.98661,669.82821,166.95225,1,"None","None","box sum"
"135",135,42,170.88648,54.05231,115.59,NA,NA,NA,4173260000,1.02127e+11,548.4009,220.48986,153.49358,1,"None","None","box sum"
"136",136,39,170.71272,46.67037,115.63,NA,NA,NA,6174350000,1.41672e+11,152.11643,169.48402,127.89971,1,"None","None","box sum"
"137",137,31,172.6868,52.86813,122.11,NA,NA,NA,11188200000,2.97151e+11,268.88413,346.66514,872.86043,1,"None","None","box sum"
"138",138,29,38.35659,53.03421,122.16,NA,NA,NA,5085290000,1.28563e+11,477.75077,207.27986,258.66643,1,"None","None","box sum"
"139",139,30,52.92274,52.95769,122.11,NA,NA,NA,16091500000,4.15035e+11,201.65668,201.21205,1007.18823,1,"None","None","box sum"
"140",140,26,28.84014,55.67263,110.76,NA,NA,NA,8603590000,2.0178e+11,156.52082,183.71415,133.99881,1,"None","None","box sum"
"141",141,27,55.70687,55.67263,110.76,NA,NA,NA,12962900000,3.12437e+11,162.18326,165.96425,160.24941,1,"None","None","box sum"
"142",142,165,171.83095,55.67263,110.76,NA,NA,NA,9687880000,2.26184e+11,151.15915,175.98867,136.7079,1,"None","None","box sum"
"143",143,25,169.69665,42.7271,111,NA,NA,NA,6809150000,1.60099e+11,142.31556,194.26554,147.63397,1,"None","None","box sum"
"144",144,28,42.68117,42.64881,111,NA,NA,NA,7574490000,1.80426e+11,153.55769,226.57186,161.16858,1,"None","None","box sum"
"145",145,24,19.86815,58.79209,128.43,NA,NA,NA,8045020000,1.94725e+11,355.61499,405.36955,145.10283,1,"None","None","box sum"
"146",146,23,33.02149,58.79209,128.43,NA,NA,NA,5489250000,1.28162e+11,203.81124,301.91821,124.32674,1,"None","None","box sum"
"147",147,22,172.66034,58.79209,128.43,NA,NA,NA,6636860000,1.69964e+11,504.11178,428.28792,497.89587,1,"None","None","box sum"
"148",148,21,58.60302,58.79,128.45249,NA,NA,NA,10056500000,2.45941e+11,191.25274,206.87139,568.81183,1,"None","None","box sum"
"149",149,64,172.86962,45.07795,108.77,NA,NA,NA,5295790000,1.26748e+11,285.1154,179.84474,140.41919,1,"None","None","box sum"
"150",150,20,172.80684,41.8,113.5767,NA,NA,NA,4.994e+09,1.1747e+11,186.83277,163.86557,147.91477,1,"None","None","box sum"
"151",151,19,41.97288,41.99227,113.73,NA,NA,NA,7579590000,1.77234e+11,143.02672,184.16393,154.20872,1,"None","None","box sum"
"152",152,63,41.85371,41.8,113.61533,NA,NA,NA,6710320000,1.58247e+11,162.90145,206.00271,139.97442,1,"None","None","box sum"
"153",153,17,44.79086,44.8,114.23812,NA,NA,NA,4443270000,1.05553e+11,198.13903,155.39157,278.85944,1,"None","None","box sum"
"154",154,18,170.18532,44.8,114.16527,NA,NA,NA,4100430000,98156400000,158.74622,247.80023,184.93623,1,"None","None","box sum"
"155",155,202,170.23444,58.89279,118.5,NA,NA,NA,2539490000,59463400000,276.42906,200.40929,135.55717,1,"None","None","box sum"
"156",156,200,58.93651,66.14282,118.5,NA,NA,NA,2524090000,58419900000,170.05889,158.06499,143.99403,1,"None","None","box sum"
"157",157,201,58.87605,58.87223,118.5,NA,NA,NA,10660700000,2.57277e+11,193.48547,182.77538,267.91126,1,"None","None","box sum"
"158",158,3,66.17225,58.96955,118.47,NA,NA,NA,3075010000,70196100000,176.50303,177.62381,102.62167,1,"None","None","box sum"
"159",159,171,25.69384,52.97667,122.16,NA,NA,NA,4881030000,1.12916e+11,108.94215,292.74952,270.00597,1,"None","None","box sum"
"160",160,85,25.517,56.28538,127.5,NA,NA,NA,2284350000,59557300000,256.41234,238.32738,278.95561,1,"None","None","box sum"
"161",161,83,41.16303,56.30479,127.5,NA,NA,NA,4964090000,1.17219e+11,180.22099,169.48423,163.39138,1,"None","None","box sum"
"162",162,84,26.9853,56.3667,127.47,NA,NA,NA,2646630000,63617900000,798.07444,266.03225,115.70066,1,"None","None","box sum"
"163",163,68,30.00152,56.39164,127.5,NA,NA,NA,3177650000,76425200000,804.0178,152.85084,144.37747,1,"None","None","box sum"
"164",164,67,56.37181,56.38162,127.5,NA,NA,NA,7852600000,1.84808e+11,213.40417,180.40028,136.00507,1,"None","None","box sum"
"165",165,69,173.24856,56.31998,127.5,NA,NA,NA,6650400000,1.63538e+11,273.35722,226.09851,159.2662,1,"None","None","box sum"
"166",166,120,62.95833,53.03251,120.9,NA,NA,NA,6287050000,1.49286e+11,134.10312,186.58304,215.19935,1,"None","None","box sum"
"167",167,119,53.03885,53.0596,120.9,NA,NA,NA,16996400000,4.2046e+11,155.53881,192.06965,1010.97712,1,"None","None","box sum"
"168",168,121,172.72196,53.03251,120.9,NA,NA,NA,13173700000,3.31881e+11,252.8211,255.46354,801.35763,1,"None","None","box sum"
"169",169,116,21.90176,60.13513,127.914,NA,NA,NA,9923390000,2.1547e+11,130.66853,158.07688,111.64099,1,"None","None","box sum"
"170",170,115,67.40302,60.13513,127.914,NA,NA,NA,5681110000,1.29075e+11,184.6205,161.02296,122.34217,1,"None","None","box sum"
"171",171,114,60.02394,60.02361,127.914,NA,NA,NA,12942200000,3.25212e+11,213.09393,186.8532,260.19245,1,"None","None","box sum"
"172",172,117,171.1661,60.13513,127.914,NA,NA,NA,8534940000,2.09249e+11,173.14294,323.37189,194.64397,1,"None","None","box sum"
"173",173,2,19.31018,59.21099,126.09,NA,NA,NA,17076800000,4.33065e+11,280.27374,242.38351,330.78527,1,"None","None","box sum"
"174",174,1,33.68572,59.26817,126.09,NA,NA,NA,4712870000,1.16808e+11,587.08132,255.36111,440.7154,1,"None","None","box sum"
"175",175,111,59.14814,59.21215,126.1,NA,NA,NA,20483500000,5.02184e+11,171.67603,178.59137,449.22924,1,"None","None","box sum"
"176",176,112,172.94242,59.21,126.04069,NA,NA,NA,10657500000,2.75765e+11,457.96459,253.31292,270.38461,1,"None","None","box sum"
"177",177,159,23.63818,53.05853,126.88,NA,NA,NA,6670640000,1.70772e+11,245.0557,266.12592,353.51089,1,"None","None","box sum"
"178",178,156,40.29851,53.11301,126.88,NA,NA,NA,3573510000,8.7785e+10,113.31234,352.3708,512.01209,1,"None","None","box sum"
"179",179,160,28.01474,53.09905,126.88,NA,NA,NA,5775980000,1.49124e+11,313.98212,385.83535,207.21248,1,"None","None","box sum"
"180",180,158,30.64878,53.09905,126.88,NA,NA,NA,1862260000,55514200000,2609.35455,773.4285,409.65119,1,"None","None","box sum"
"181",181,157,53.09893,53.09905,126.88,NA,NA,NA,26384700000,6.65295e+11,224.09148,211.35038,721.98811,1,"None","None","box sum"
"182",182,161,171.94289,53.08571,126.88,NA,NA,NA,15475400000,4.04823e+11,442.28967,612.97923,382.631,1,"None","None","box sum"
"183",183,162,63.39977,54.39842,119.52,NA,NA,NA,6403210000,1.5699e+11,221.3653,221.04394,464.89298,1,"None","None","box sum"
"184",184,164,54.43863,54.40176,119.52,NA,NA,NA,9269530000,2.35202e+11,205.35266,236.57626,1196.58259,1,"None","None","box sum"
"185",185,163,171.62685,54.43182,119.52,NA,NA,NA,6392460000,1.50116e+11,175.5195,207.24857,269.06282,1,"None","None","box sum"
"186",186,48,173.62437,51.67551,119.2,NA,NA,NA,14485200000,3.4238e+11,408.50373,199.68414,147.2351,1,"None","None","box sum"
"187",187,50,25.27509,51.46298,119.17,NA,NA,NA,2813450000,66533100000,426.51276,536.25226,140.27607,1,"None","None","box sum"
"188",188,49,39.49285,51.72944,119.17,NA,NA,NA,6953520000,1.67101e+11,229.93469,198.92102,145.97547,1,"None","None","box sum"
"189",189,47,51.58722,51.65,119.25727,NA,NA,NA,18326500000,4.34059e+11,164.50393,188.92789,173.92713,1,"None","None","box sum"
"190",190,12,63.31686,52.35778,112.25,NA,NA,NA,5698280000,1.27154e+11,135.70317,154.61177,117.84691,1,"None","None","box sum"
"191",191,76,52.27266,52.28518,112.52,NA,NA,NA,11449200000,2.65521e+11,146.6201,185.33301,141.95293,1,"None","None","box sum"
"192",192,11,172.77812,52.33993,112.25,NA,NA,NA,6262080000,1.44957e+11,267.8044,161.17108,138.53914,1,"None","None","box sum"
"193",193,13,45.49742,45.47337,107.23,NA,NA,NA,8722830000,2.0424e+11,141.54882,183.03281,165.92002,1,"None","None","box sum"
"194",194,15,43.71641,43.68868,117,NA,NA,NA,7253850000,1.63417e+11,196.85655,157.04423,109.6971,1,"None","None","box sum"
"195",195,74,174.2942,43.75675,117.14,NA,NA,NA,4442280000,1.03033e+11,117.31489,181.50824,144.69206,1,"None","None","box sum"
"196",196,14,44.08008,44.077,109.90771,NA,NA,NA,7999280000,1.89351e+11,223.78857,182.71863,143.72867,1,"None","None","box sum"
"197",197,75,171.52978,44.17572,109.9,NA,NA,NA,7409680000,1.67631e+11,133.10951,168.76096,124.28355,1,"None","None","box sum"
"198",198,69017,172.37907,73.5815,80.08916,NA,NA,NA,3634760000,37936700000,239.1673,152.20453,95.51746,1,"None","parabolic","box sum"
"199",199,69016,174.69395,73.5815,80.08916,NA,NA,NA,4480230000,50446700000,241.51271,132.68626,145.02168,1,"None","parabolic","box sum"
"200",200,69015,178.30915,73.5815,80.08916,NA,NA,NA,8074440000,84644400000,125.6661,153.15051,101.0195,1,"None","parabolic","box sum"
